epoch,accuracy,loss,val_accuracy,val_loss
0,0.49687498807907104,18.899768829345703,0.5036144852638245,0.9116367697715759
1,0.5256249904632568,3.303414821624756,0.5028112530708313,1.202528953552246
2,0.4987500011920929,1.2552199363708496,0.5305221080780029,0.7722988128662109
3,0.5293750166893005,0.9497283697128296,0.5321285128593445,0.6978992223739624
4,0.49000000953674316,0.7812941074371338,0.5036144852638245,0.6871503591537476
5,0.5049999952316284,0.6961209177970886,0.49839356541633606,0.691029965877533
6,0.49437499046325684,0.6917308568954468,0.49799197912216187,0.6903555393218994
7,0.5024999976158142,0.6921759247779846,0.5200803279876709,0.6910099387168884
8,0.5056250095367432,0.6911255717277527,0.5333333611488342,0.6874366402626038
9,0.5299999713897705,0.682640552520752,0.557831346988678,0.6852349042892456
10,0.5106250047683716,0.6950840950012207,0.5180723071098328,0.6904833912849426
11,0.5450000166893005,0.6821354627609253,0.5558232665061951,0.6878214478492737
12,0.5037500262260437,0.6910427808761597,0.5277108550071716,0.68833327293396
13,0.5325000286102295,0.6839233636856079,0.5650602579116821,0.6818029880523682
14,0.5493749976158142,0.6829123497009277,0.5686746835708618,0.6807517409324646
15,0.5450000166893005,0.680864155292511,0.5506024360656738,0.6826673150062561
16,0.5625,0.6785323619842529,0.5935742855072021,0.6740613579750061
17,0.5756250023841858,0.6730327606201172,0.5911646485328674,0.6730375289916992
18,0.5649999976158142,0.6768828630447388,0.5678715109825134,0.6837032437324524
19,0.5118749737739563,0.6833781599998474,0.5297188758850098,0.685308039188385
20,0.5556250214576721,0.6762570142745972,0.574698805809021,0.6771932244300842
21,0.5756250023841858,0.6658554077148438,0.5963855385780334,0.6715154051780701
22,0.581250011920929,0.6600896716117859,0.5903614163398743,0.6732648611068726
23,0.5824999809265137,0.6645632982254028,0.5887550115585327,0.6779698729515076
24,0.5693749785423279,0.6631431579589844,0.5903614163398743,0.6732507944107056
