epoch,accuracy,loss,val_accuracy,val_loss
0,0.5044500231742859,2.201409101486206,0.5192770957946777,0.6921736001968384
1,0.4978500008583069,0.6935680508613586,0.5020080208778381,0.6932105422019958
2,0.4986500144004822,0.6946473121643066,0.5016064047813416,0.693199634552002
3,0.4925999939441681,0.6933432817459106,0.5020080208778381,0.6931389570236206
4,0.49595001339912415,0.6932663321495056,0.5020080208778381,0.6931399703025818
5,0.49344998598098755,0.6931682229042053,0.5036144852638245,0.692899763584137
