epoch,accuracy,loss,val_accuracy,val_loss
0,0.9645000100135803,0.12480568885803223,0.984337329864502,0.04909384995698929
1,0.9760500192642212,0.0641307458281517,0.9827309250831604,0.054258089512586594
2,0.9793000221252441,0.05518289655447006,0.9867469668388367,0.044532693922519684
3,0.9837499856948853,0.04501138627529144,0.9875501990318298,0.04074849560856819
4,0.9843500256538391,0.04117961600422859,0.9855421781539917,0.046049393713474274
5,0.9840999841690063,0.04323646053671837,0.9875501990318298,0.04728766903281212
6,0.9849500060081482,0.04081353917717934,0.9851405620574951,0.055598124861717224
7,0.9873499870300293,0.034709375351667404,0.9859437942504883,0.04667339473962784
8,0.9892500042915344,0.027980497106909752,0.9875501990318298,0.05394182354211807
